,doi,url,full_doc_link,is_open_access,label_level_1,label_level_2,label_level_3,journal,literature_site,unnamed: 11,label,text
81,10.1242/jeb.050310,https://jeb.biologists.org/content/214/13/2215.short,https://journals.biologists.com/jeb/article-pdf/214/13/2215/1436663/2215.pdf,True,['Maintain structural integrity'],['Manage structural forces'],['Manage drag/turbulence'],['Journal of Experimental Biology (JEB)'],jeb.biologists.org,,-1,"Honeybee flight: a novel ‘streamlining’ response SUMMARY Animals that move rapidly through the air can save considerable energy by reducing the drag that they need to overcome during flight. We describe a novel ‘streamlining’ response in tethered, flying honeybees in which the abdomen is held in a raised position when the visual system is exposed to a pattern of image motion that is characteristic of forward flight. This visually evoked response, which can be elicited without exposing the insect to any airflow, presumably serves to reduce the aerodynamic drag that would otherwise be produced by the abdomen during real flight. The response is critically dependent on the presence of appropriate image motion everywhere within the large field of view of the insect. Thus, our results also underscore the importance of using panoramic stimulation for the study of visually guided flight in insects, and reveal the relative importance of various regions of the visual field in assessing the speed of flight through the environment."
82,10.1371/journal.pone.0140407,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0140407,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0140407&type=printable,True,"['Process resources', 'Move']","['Distribute resources', 'Passive movement']","['Distribute solids', 'Passively move through gases']","['Mycologia', 'PLOS One']",journals.plos.org,,-1,"Mushrooms as Rainmakers: How Spores Act as Nuclei for Raindrops Millions of tons of fungal spores are dispersed in the atmosphere every year. These living cells, along with plant spores and pollen grains, may act as nuclei for condensation of water in clouds. Basidiospores released by mushrooms form a significant proportion of these aerosols, particularly above tropical forests. Mushroom spores are discharged from gills by the rapid displacement of a droplet of fluid on the cell surface. This droplet is formed by the condensation of water on the spore surface stimulated by the secretion of mannitol and other hygroscopic sugars. This fluid is carried with the spore during discharge, but evaporates once the spore is airborne. Using environmental electron microscopy, we have demonstrated that droplets reform on spores in humid air. The kinetics of this process suggest that basidiospores are especially effective as nuclei for the formation of large water drops in clouds. Through this mechanism, mushroom spores may promote rainfall in ecosystems that support large populations of ectomycorrhizal and saprotrophic basidiomycetes. Our research heightens interest in the global significance of the fungi and raises additional concerns about the sustainability of forests that depend on heavy precipitation."
83,10.1098/rspb.2012.0558,https://royalsocietypublishing.org/doi/10.1098/rspb.2012.0558,https://royalsocietypublishing.org/doi/10.1098/rspb.2012.0558,True,['Protect from harm'],['Protect from non-living threats'],['Protect from gases'],"['American Journal of Physiology', 'Proceedings of the Royal Society B']",royalsocietypublishing.org,,-1,"Dermal bone in early tetrapods: a palaeophysiological hypothesis of adaptation for terrestrial acidosis The dermal bone sculpture of early, basal tetrapods of the Permo-Carboniferous is unlike the bone surface of any living vertebrate, and its function has long been obscure. Drawing from physiological studies of extant tetrapods, where dermal bone or other calcified tissues aid in regulating acid–base balance relating to hypercapnia (excess blood carbon dioxide) and/or lactate acidosis, we propose a similar function for these sculptured dermal bones in early tetrapods. Unlike the condition in modern reptiles, which experience hypercapnia when submerged in water, these animals would have experienced hypercapnia on land, owing to likely inefficient means of eliminating carbon dioxide. The different patterns of dermal bone sculpture in these tetrapods largely correlates with levels of terrestriality: sculpture is reduced or lost in stem amniotes that likely had the more efficient lung ventilation mode of costal aspiration, and in small-sized stem amphibians that would have been able to use the skin for gas exchange."
84,10.1242/jeb.062620,https://jeb.biologists.org/content/214/23/3960,https://journals.biologists.com/jeb/article-pdf/214/23/3960/1276925/3960.pdf,True,['Change size or color'],['Modify color'],"['Change chemical color/pigmentation', 'Change structural color']",['Journal of Experimental Biology (JEB)'],jeb.biologists.org,,-1,"Kingfisher feathers – colouration by pigments, spongy nanostructures and thin films SUMMARY The colours of the common kingfisher, Alcedo atthis, reside in the barbs of the three main types of feather: the orange breast feathers, the cyan back feathers and the blue tail feathers. Scanning electron microscopy showed that the orange barbs contain small pigment granules. The cyan and blue barbs contain spongy nanostructures with slightly different dimensions, causing different reflectance spectra. Imaging scatterometry showed that the pigmented barbs create a diffuse orange scattering and the spongy barb structures create iridescence. The extent of the angle-dependent light scattering increases with decreasing wavelength. All barbs have a cortical envelope with a thickness of a few micrometres. The reflectance spectra of the cortex of the barbs show oscillations when measured from small areas, but when measured from larger areas the spectra become wavelength independent. This can be directly understood with thin film modelling, assuming a somewhat variable cortex thickness. The cortex reflectance appears to be small but not negligible with respect to the pigmentary and structural barb reflectance."
85,10.1242/jeb.101931,https://jeb.biologists.org/content/217/12/2193,https://journals.biologists.com/jeb/article-pdf/217/12/2193/1880649/2193.pdf,True,['Protect from harm'],['Protect from non-living threats'],"['Protect from ice', 'Protect from temperature']","['Comparative Biochemistry and Physiology Part A: Physiology', 'Journal of Experimental Biology (JEB)', 'Annual Review of Ecology and Systematics']",jeb.biologists.org,,-1,"Wood frog adaptations to overwintering in Alaska: new limits to freezing tolerance We investigated the ecological physiology and behavior of free-living wood frogs [Lithobates (Rana) sylvaticus] overwintering in Interior Alaska by tracking animals into natural hibernacula, recording microclimate, and determining frog survival in spring. We measured cryoprotectant (glucose) concentrations and identified the presence of antifreeze glycolipids in tissues from subsamples of naturally freezing frogs. We also recorded the behavior of wood frogs preparing to freeze in artificial hibernacula, and tissue glucose concentrations in captive wood frogs frozen in the laboratory to −2.5°C. Wood frogs in natural hibernacula remained frozen for 193±11 consecutive days and experienced average (October–May) temperatures of −6.3°C and average minimum temperatures of −14.6±2.8°C (range −8.9 to −18.1°C) with 100% survival (N=18). Mean glucose concentrations were 13-fold higher in muscle, 10-fold higher in heart and 3.3-fold higher in liver in naturally freezing compared with laboratory frozen frogs. Antifreeze glycolipid was present in extracts from muscle and internal organs, but not skin, of frozen frogs. Wood frogs in Interior Alaska survive freezing to extreme limits and durations compared with those described in animals collected in southern Canada or the Midwestern United States. We hypothesize that this enhancement of freeze tolerance in Alaskan wood frogs is due to higher cryoprotectant levels that are produced by repeated freezing and thawing cycles experienced under natural conditions during early autumn."
86,10.1038/nature04588,https://www.nature.com/articles/nature04588,https://www.nature.com/articles/nature04588.pdf,True,['Sense send or process information'],['Process signals'],['Differentiate signal from noise'],"['Cell', 'Nature']",www.nature.com,,-1,"An excitable gene regulatory circuit induces transient cellular differentiation Certain types of cellular differentiation are probabilistic and transient. In such systems individual cells can switch to an alternative state and, after some time, switch back again. In Bacillus subtilis, competence is an example of such a transiently differentiated state associated with the capability for DNA uptake from the environment. Individual genes and proteins underlying differentiation into the competent state have been identified, but it has been unclear how these genes interact dynamically in individual cells to control both spontaneous entry into competence and return to vegetative growth. Here we show that this behaviour can be understood in terms of excitability in the underlying genetic circuit. Using quantitative fluorescence time-lapse microscopy, we directly observed the activities of multiple circuit components simultaneously in individual cells, and analysed the resulting data in terms of a mathematical model. We find that an excitable core module containing positive and negative feedback loops can explain both entry into, and exit from, the competent state. We further tested this model by analysing initiation in sister cells, and by re-engineering the gene circuit to specifically block exit. Excitable dynamics driven by noise naturally generate stochastic and transient responses, thereby providing an ideal mechanism for competence regulation."
87,10.1073/pnas.0911223107,https://www.pnas.org/content/107/17/7635,https://www.pnas.org/content/107/17/7635.full.pdf,True,"['Change size or color', 'Protect from harm']","['Change size/shape', 'Protect from non-living threats']",['Protect from loss of liquids'],"['Annals of Botany', 'PNAS']",www.pnas.org,,-1,"Foldable structures and the natural design of pollen grains Upon release from the anther, pollen grains of angiosperm flowers are exposed to a dry environment and dehydrate. To survive this process, pollen grains possess a variety of physiological and structural adaptations. Perhaps the most striking of these adaptations is the ability of the pollen wall to fold onto itself to prevent further desiccation. Roger P. Wodehouse coined the term harmomegathy for this folding process in recognition of the critical role it plays in the survival of the pollen grain. There is still, however, no quantitative theory that explains how the structure of the pollen wall contributes to harmomegathy. Here we demonstrate that simple geometrical and mechanical principles explain how wall structure guides pollen grains toward distinct folding pathways. We found that the presence of axially elongated apertures of high compliance is critical for achieving a predictable and reversible folding pattern. Moreover, the intricate sculpturing of the wall assists pollen closure by preventing mirror buckling of the surface. These results constitute quantitative structure-function relationships for pollen harmomegathy and provide a framework to elucidate the functional significance of the very diverse pollen morphologies observed in angiosperms."
88,10.1098/rspb.2009.2029,https://royalsocietypublishing.org/doi/10.1098/rspb.2009.2029,https://royalsocietypublishing.org/doi/10.1098/rspb.2009.2029,True,"['Protect from harm', 'Sense send or process information']","['Protect from living threats', 'Sense signals/environmental cues']","['Protect from animals', 'Sense touch and mechanical forces', 'Sense chemicals']",['Proceedings of the Royal Society B'],royalsocietypublishing.org,,-1,"Induced niche shift as an anti-predator response for an endoparasitoid When two developmental stages do not share the same ecological niche, the control of the niche shift through a change in developmental timing, referred to as ‘heterokairy’, can provide an adaptive advantage for the individual (e.g. if mortality risk is higher in the first niche). For endoparasitic species that develop inside another (host) species, mortality of the host may directly induce mortality risk for the parasite. Thus, endoparasitoid larvae should be selected for response to host predation. In this study, aphids previously parasitized by the endoparasitoid Endaphis fugitiva, Gagné and Muratori (Diptera: Cecidomyiidae), were experimentally exposed to increased mortality risks. Both simulated attack and actual predator attacks against aphid hosts induced early emergence of the parasitoid larvae. Parasitoid emergence from the aphids occurred several minutes before the predator finished feeding on the aphid, allowing enough time for the parasitoid larvae to avoid direct predation. Predator-induced emergence produced significantly smaller parasitoid larvae than controls, but, interestingly, no effect on Endaphis adult size was found. To our knowledge, this is the first evidence of induced emergence in an insect parasitoid, but we suggest that this mechanism might be at work in many other species where plasticity in development time allows the individual to perform an adaptive niche shift."
89,10.1073/pnas.231471698,https://www.pnas.org/content/98/24/13745,https://www.pnas.org/content/98/24/13745.full.pdf,True,"['Protect from harm', 'Sense send or process information']","['Protect from living threats', 'Send signals']","['Protect from animals', 'Send light signals in the non-visible spectrum']",['PNAS'],www.pnas.org,,-1,"Attractive and defensive functions of the ultraviolet pigments of a flower (Hypericum calycinum) The flower of Hypericum calycinum, which appears uniformly yellow to humans, bears a UV pattern, presumably visible to insects. Two categories of pigments, flavonoids and dearomatized isoprenylated phloroglucinols (DIPs), are responsible for the UV demarcations of this flower. Flavonoids had been shown previously to function as floral UV pigments, but DIPs had not been demonstrated to serve in that capacity. We found the DIPs to be present in high concentration in the anthers and ovarian wall of the flower, suggesting that the compounds also serve in defense. Indeed, feeding tests done with one of the DIPs (hypercalin A) showed the compound to be deterrent and toxic to a caterpillar (Utetheisa ornatrix). The possibility that floral UV pigments fulfill both a visual and a defensive function had not previously been contemplated. DIPs may also serve for protection of female reproductive structures in other plants, for example in hops (Humulus lupulus). The DIPs of hops are put to human use as bitter flavoring agents and preservatives in beer."
90,10.1073/pnas.0904304106,https://www.pnas.org/content/106/43/18091,https://www.pnas.org/content/106/43/18091.full.pdf,True,['Protect from harm'],['Protect from living threats'],"['Compete within/between species', 'Protect from animals']","['Philosophical Transactions of the Royal Society B', 'Evolution', 'PNAS', 'Chemoecology', 'Exploring the World of Insects: The Equinox Guide to Insect Behaviour']",www.pnas.org,,-1,"Divergent investment strategies of Acacia myrmecophytes and the coexistence of mutualists and exploiters Ant-plant interactions represent a diversity of strategies, from exploitative to mutualistic, and how these strategies evolve is poorly understood. Here, we link physiological, ecological, and phylogenetic approaches to study the evolution and coexistence of strategies in the Acacia–Pseudomyrmex system. Host plant species represented 2 different strategies. High-reward hosts produced significantly more extrafloral nectar (EFN), food bodies, and nesting space than low-reward hosts, even when being inhabited by the same species of ant mutualist. High-reward hosts were more effectively defended against herbivores and exploited to a lower extent by nondefending ants than low-reward hosts. At the phenotypic level, secretion of EFN and ant activity were positively correlated and a mutualistic ant species induced nectar secretion, whereas a nondefending exploiter did not. All of these mechanisms contribute to the stable association of high-reward hosts with defending ant species. However, exploiter ants are less dependent on the host-derived rewards and can colonize considerable proportions of the low-reward hosts. Mapping these strategies onto phylogenetic trees demonstrated that the low-reward hosts represent the derived clade within a monophyletic group of obligate ant plants and that the observed exploiter ant species evolved their strategy without having a mutualistic ancestor. We conclude that both types of host strategies coexist because of variable net outcomes of different investment–payoff regimes and that the effects of exploiters on the outcome of mutualisms can, thus, increase the diversity within the taxa involved."
91,10.1371/journal.pone.0213071,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0213071,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0213071&type=printable,True,"['Maintain ecological community', 'Protect from harm']","['Group benefit', 'Protect from living threats']","['Compete within/between species', 'Manage populations/pests/diseases', 'Maintain biodiversity', 'Protect from animals', 'Send chemical signals']",['PLOS One'],journals.plos.org,,-1,"Companion planting with French marigolds protects tomato plants from glasshouse whiteflies through the emission of airborne limonene Horticulturalists and gardeners in temperate regions often claim that planting marigolds next to tomato plants protects the tomatoes from the glasshouse whitefly (Trialeurodes vaporariorum Westwood). If shown to hold true, this technique could be used in larger-scale tomato production, protecting the crop and helping to introduce greater plant diversity into these agro-ecosystems. Here we present two large-scale glasshouse trials corresponding to the two main ways growers are likely to use marigolds to control whiteflies. In the first, marigolds are grown next to tomato throughout the growing period and we quantify whitefly population growth from the seedling stage over a 48 day infestation period. Here we show that association with marigolds significantly slows whitefly population development. Introducing additional whitefly-attractive ‘pull’ plants around the perimeter of plots has little effect, but reducing the proportion of marigolds and introducing other non-hosts of whiteflies (basil, nasturtium and Chinese cabbage) also reduces whitefly populations on tomato. The second experiment assesses the efficacy of marigolds when used as an ‘emergency’ measure. Here we allow whitefly populations to build to a high density on unprotected tomatoes then introduce marigolds and assess whitefly population over a further period. Following laboratory work showing limonene to be a major chemical component of French marigolds and a negative behaviour response of whiteflies to this compound, limonene dispensers are added as an additional treatment to this experiment. “Emergency” marigold companion planting yielded minimal reductions in whitefly performance, but the use of limonene dispensers was more effective. Our work indicates that companion planting short vine tomatoes with French marigolds throughout the growing season will slow development of whitefly populations. Introducing marigolds to unprotected tomatoes after significant whitefly build-up will be less effective. The use of limonene dispensers placed near to tomato plants also shows promise. It is argued that this work supports the possibility of the development of a mixture of tomato companion plants that infer ‘associational resistance’ against many major invertebrate pests of tomato. Such a mixture, if comprising edible or ornamental plants, would be economically viable, would reduce the need for additional chemical and biological control, and, if used outdoors, would generate plant-diverse agro-ecosystems that are better able to harbour invertebrate wildlife."
92,10.1371/journal.pone.0000937,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0000937,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0000937&type=printable,True,['Sense send or process information'],['Sense signals/environmental cues'],['Sense electricity/magnetism'],"['The Hidden Powers of Animals: Uncovering the Secrets of Nature', 'PLOS One']",journals.plos.org,,-1,"A Visual Pathway Links Brain Structures Active during Magnetic Compass Orientation in Migratory Birds The magnetic compass of migratory birds has been suggested to be light-dependent. Retinal cryptochrome-expressing neurons and a forebrain region, “Cluster N”, show high neuronal activity when night-migratory songbirds perform magnetic compass orientation. By combining neuronal tracing with behavioral experiments leading to sensory-driven gene expression of the neuronal activity marker ZENK during magnetic compass orientation, we demonstrate a functional neuronal connection between the retinal neurons and Cluster N via the visual thalamus. Thus, the two areas of the central nervous system being most active during magnetic compass orientation are part of an ascending visual processing stream, the thalamofugal pathway. Furthermore, Cluster N seems to be a specialized part of the visual wulst. These findings strongly support the hypothesis that migratory birds use their visual system to perceive the reference compass direction of the geomagnetic field and that migratory birds “see” the reference compass direction provided by the geomagnetic field."
93,10.1073/pnas.0910778107,https://www.pnas.org/content/107/12/5495,https://www.pnas.org/content/107/12/5495.full.pdf,True,"['Maintain structural integrity', 'Move']","['Manage structural forces', 'Active movement']","['Manage wear', 'Actively move through gases']","[""Weird Nature: An Astonishing Exploration of Nature's Strangest Behavior"", 'PNAS', 'Journal of Experimental Zoology', 'Proceedings of the Royal Society B']",www.pnas.org,,-1,"Ballistic tongue projection in chameleons maintains high performance at low temperature Environmental temperature impacts the physical activity and ecology of ectothermic animals through its effects on muscle contractile physiology. Sprinting, swimming, and jumping performance of ectotherms decreases by at least 33% over a 10 °C drop, accompanied by a similar decline in muscle power. We propose that ballistic movements that are powered by recoil of elastic tissues are less thermally dependent than movements that rely on direct muscular power. We found that an elastically powered movement, ballistic tongue projection in chameleons, maintains high performance over a 20 °C range. Peak velocity and power decline by only 10%–19% with a 10 °C drop, compared to >42% for nonelastic, muscle-powered tongue retraction. These results indicate that the elastic recoil mechanism circumvents the constraints that low temperature imposes on muscle rate properties and thereby reduces the thermal dependence of tongue projection. We propose that organisms that use elastic recoil mechanisms for ecologically important movements such as feeding and locomotion may benefit from an expanded thermal niche."
94,10.1098/rsif.2010.0140,https://royalsocietypublishing.org/doi/10.1098/rsif.2010.0140,https://royalsocietypublishing.org/doi/10.1098/rsif.2010.0140,True,['Attach'],['Attach permanently'],,['Journal of the Royal Society Interface'],royalsocietypublishing.org,,-1,"The attachment strategy of English ivy: a complex mechanism acting on several hierarchical levels English ivy (Hedera helix L.) is able to grow on vertical substrates such as trees, rocks and house plaster, thereby attaching so firmly to the surface that when removed by force typically whole pieces of the climbing substrate are torn off. The structural details of the attachment process are not yet entirely understood. We studied the attachment process of English ivy in detail and suggest a four-phase process to describe the attachment strategy: (i) initial physical contact, (ii) form closure of the root with the substrate, (iii) chemical adhesion, and (iv) shape changes of the root hairs and form-closure with the substrate. These four phases and their variations play an important role in the attachment to differently structured surfaces. We demonstrate that, in English ivy, different mechanisms work together to allow the plant's attachment to various climbing substrates and reveal the importance of micro-fibril orientation in the root hairs for the attachment based on structural changes at the subcellular level."
95,10.1098/rspb.2015.2200,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2015.2200,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2015.2200,True,['Protect from harm'],['Protect from living threats'],"['Compete within/between species', 'Protect from animals']","['Philosophical Transactions of the Royal Society B', 'Evolution', 'PNAS', 'Chemoecology', 'Exploring the World of Insects: The Equinox Guide to Insect Behaviour']",royalsocietypublishing.org,,-1,"Macroevolutionary assembly of ant/plant symbioses: Pseudomyrmex ants and their ant-housing plants in the Neotropics Symbioses include some of the clearest cases of coevolution, but their origin, loss or reassembly with different partners can rarely be inferred. Here we use ant/plant symbioses involving three plant clades to investigate the evolution of symbioses. We generated phylogenies for the big-eyed arboreal ants (Pseudomyrmecinae), including 72% of their 286 species, as well as for five of their plant host groups, in each case sampling more than 61% of the species. We show that the ant-housing Vachellia (Mimosoideae) clade and its ants co-diversified for the past 5 Ma, with some species additionally colonized by younger plant-nesting ant species, some parasitic. An apparent co-radiation of ants and Tachigali (Caesalpinioideae) was followed by waves of colonization by the same ant clade, and subsequent occupation by a younger ant group. Wide crown and stem age differences between the ant-housing genus Triplaris (Polygonaceae) and its obligate ant inhabitants, and stochastic trait mapping, indicate that its domatium evolved earlier than the ants now occupying it, suggesting previous symbioses that dissolved. Parasitic ant species evolved from generalists, not from mutualists, and are younger than the mutualistic systems they parasitize. Our study illuminates the macroevolutionary assembly of ant/plant symbioses, which has been highly dynamic, even in very specialized systems."
96,10.1242/jeb.001545,https://jeb.biologists.org/content/210/8/1378,https://journals.biologists.com/jeb/article-pdf/210/8/1378/1262587/1378.pdf,True,['Move'],['Active movement'],['Actively move through/on solids'],"['Journal of Experimental Biology (JEB)', 'Proceedings of the Royal Society B', 'Journal of Anatomy']",jeb.biologists.org,,-1,"Mechanics of cutting maneuvers by ostriches (Struthio camelus) SUMMARY We studied the strategies used by cursorial bipeds (ostriches) to maneuver during running. Eight ostriches were induced to run along a trackway and execute turns. Ground reaction forces and three-dimensional kinematics of the body and leg joints were simultaneously recorded, allowing calculation of joint angles and quasi-static net joint torques. Sidesteps, where the leg on the outside of the turn changes the movement direction, and crossovers using the inside leg, occurred with nearly equal frequency. Ostriches executed maneuvers using a simple control strategy that required minimal changes to leg kinematics or net torque production at individual joints. Although ostriches did use acceleration or braking forces to control body rotation, their morphology allowed for both crossovers and sidesteps to be accomplished with minimal net acceleratory/braking force production. Moreover, body roll and ab/adduction of the leg shifted the foot position away from the turn direction, reducing the acceleratory/braking forces required to prevent under- or over-rotation and aligning the leg with the ground reaction force."
97,10.1038/35099670,https://www.nature.com/articles/35099670,https://www.nature.com/articles/35099670.pdf,True,"['Move', 'Maintain ecological community']",['Passive movement'],"['Coordinate by self-organization', 'Passively move through gases']",['Nature'],www.nature.com,,-1,"Energy saving in flight formation Many species of large bird fly together in formation, perhaps because flight power demands and energy expenditure can be reduced when the birds fly at an optimal spacing, or because orientation is improved by communication within groups. We have measured heart rates as an estimate of energy expenditure in imprinted great white pelicans (Pelecanus onocrotalus) trained to fly in 'V' formation, and show that these birds save a significant amount of energy by flying in formation. This advantage is probably a principal reason for the evolution of flight formation in large birds that migrate in groups."
98,10.1086/physzool.56.2.30156051,https://www.journals.uchicago.edu/doi/10.1086/physzool.56.2.30156051,https://www.journals.uchicago.edu//doi/pdf/10.1086/physzool.56.2.30156051,False,['Protect from harm'],['Protect from non-living threats'],['Protect from temperature'],"['Physics Letters B', 'Journal of Thermal Biology', 'Physiological Zoology', 'American Journal of Physiology']",www.journals.uchicago.edu,,-1,"Blood Flow to Appendages and the Control of Heat Exchange in American Alligators Small American alligators (200-400 g) were heated and cooled from 20 to 35 to 20 C in a temperature-controlled wind tunnel. Blood flow to the limbs and tail was periodically occluded, using remotely controlled occlusion cuffs. When blood flow in all appendages was occluded, the rate of heating was significantly reduced from that when blood flow was unrestricted. The rate of cooling was not significantly affected by occlusion of blood flow in all appendages, however. Blood flow to appendages, rather than a generalized perfusion of the skin, appears to be primarily responsible for the differences in the rates of heating and cooling in alligators."
99,10.1093/molbev/msm124,https://academic.oup.com/mbe/article/24/9/1963/2925663,https://academic.oup.com//mbe/article-pdf/24/9/1963/13638123/msm124.pdf,False,['Sense send or process information'],['Sense signals/environmental cues'],['Sense light in the visible spectrum'],['Molecular Biology and Evolution'],academic.oup.com,,-1,"Signatures of functional constraint at aye-aye opsin genes: the potential of adaptive color vision in a nocturnal primate. While color vision perception is thought to be adaptively correlated with foraging efficiency for diurnal mammals, those that forage exclusively at night may not need color vision nor have the capacity for it. Indeed, although the basic condition for mammals is dichromacy, diverse nocturnal mammals have only monochromatic vision, resulting from functional loss of the short-wavelength sensitive opsin gene. However, many nocturnal primates maintain intact two opsin genes and thus have dichromatic capacity. The evolutionary significance of this surprising observation has not yet been elucidated. We used a molecular population genetics approach to test evolutionary hypotheses for the two intact opsin genes of the fully nocturnal aye-aye (Daubentonia madagascariensis), a highly unusual and endangered Madagascar primate. No evidence of gene degradation in either opsin gene was observed for any of 8 aye-aye individuals examined. Furthermore, levels of nucleotide diversity for opsin gene functional sites were lower than those for 15 neutrally evolving intergenic regions (>25 kb in total), which is consistent with a history of purifying selection on aye-aye opsin genes. The most likely explanation for these findings is that dichromacy is advantageous for aye-ayes despite their nocturnal activity pattern. We speculate that dichromatic nocturnal primates may be able to perceive color while foraging under moonlight conditions, and suggest that behavioral and ecological comparisons among dichromatic and monochromatic nocturnal primates will help to elucidate the specific activities for which color vision perception is advantageous."
100,10.1073/pnas.1016944108,https://www.pnas.org/content/108/23/9356,https://www.pnas.org/content/108/23/9356.full.pdf,True,['Process resources'],['Capture resources'],['Capture liquids'],['PNAS'],www.pnas.org,,-1,"The hummingbird tongue is a fluid trap, not a capillary tube Hummingbird tongues pick up a liquid, calorie-dense food that cannot be grasped, a physical challenge that has long inspired the study of nectar-transport mechanics. Existing biophysical models predict optimal hummingbird foraging on the basis of equations that assume that fluid rises through the tongue in the same way as through capillary tubes. We demonstrate that the hummingbird tongue does not function like a pair of tiny, static tubes drawing up floral nectar via capillary action. Instead, we show that the tongue tip is a dynamic liquid-trapping device that changes configuration and shape dramatically as it moves in and out of fluids. We also show that the tongue–fluid interactions are identical in both living and dead birds, demonstrating that this mechanism is a function of the tongue structure itself, and therefore highly efficient because no energy expenditure by the bird is required to drive the opening and closing of the trap. Our results rule out previous conclusions from capillarity-based models of nectar feeding and highlight the necessity of developing a new biophysical model for nectar intake in hummingbirds. Our findings have ramifications for the study of feeding mechanics in other nectarivorous birds, and for the understanding of the evolution of nectarivory in general. We propose a conceptual mechanical explanation for this unique fluid-trapping capacity, with far-reaching practical applications (e.g., biomimetics)."
101,10.1098/rspb.2004.2850,https://royalsocietypublishing.org/doi/10.1098/rspb.2004.2850,https://royalsocietypublishing.org/doi/10.1098/rspb.2004.2850,True,['Attach'],['Attach temporarily'],,['Proceedings of the Royal Society B'],royalsocietypublishing.org,,-1,"Adhesion forces measured at the level of a terminal plate of the fly's seta The attachment pads of fly legs are covered with setae, each ending in small terminal plates coated with secretory fluid. A cluster of these terminal plates contacting a substrate surface generates strong attractive forces that hold the insect on smooth surfaces. Previous research assumed that cohesive forces and molecular adhesion were involved in the fly attachment mechanism. The main elements that contribute to the overall attachment force, however, remained unknown. Multiple local force–volume measurements were performed on individual terminal plates by using atomic force microscopy. It was shown that the geometry of a single terminal plate had a higher border and considerably lower centre. Local adhesion was approximately twice as strong in the centre of the plate as on its border. Adhesion of fly footprints on a glass surface, recorded within 20 min after preparation, was similar to adhesion in the centre of a single attachment pad. Adhesion strongly decreased with decreasing volume of footprint fluid, indicating that the layer of pad secretion covering the terminal plates is crucial for the generation of a strong attractive force. Our data provide the first direct evidence that, in addition to Van der Waals and Coulomb forces, attractive capillary forces, mediated by pad secretion, are a critical factor in the fly's attachment mechanism."
102,10.1098/rspb.2016.2569,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.2569,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2016.2569,True,['Protect from harm'],['Protect from living threats'],"['Compete within/between species', 'Protect from animals']","['Philosophical Transactions of the Royal Society B', 'Evolution', 'PNAS', 'Chemoecology', 'Exploring the World of Insects: The Equinox Guide to Insect Behaviour']",royalsocietypublishing.org,,-1,"The acacia ants revisited: convergent evolution and biogeographic context in an iconic ant/plant mutualism Phylogenetic and biogeographic analyses can enhance our understanding of multispecies interactions by placing the origin and evolution of such interactions in a temporal and geographical context. We use a phylogenomic approach—ultraconserved element sequence capture—to investigate the evolutionary history of an iconic multispecies mutualism: Neotropical acacia ants (Pseudomyrmex ferrugineus group) and their associated Vachellia hostplants. In this system, the ants receive shelter and food from the host plant, and they aggressively defend the plant against herbivores and competing plants. We confirm the existence of two separate lineages of obligate acacia ants that convergently occupied Vachellia and evolved plant-protecting behaviour, from timid ancestors inhabiting dead twigs in rainforest. The more diverse of the two clades is inferred to have arisen in the Late Miocene in northern Mesoamerica, and subsequently expanded its range throughout much of Central America. The other lineage is estimated to have originated in southern Mesoamerica about 3 Myr later, apparently piggy-backing on the pre-existing mutualism. Initiation of the Pseudomyrmex/Vachellia interaction involved a shift in the ants from closed to open habitats, into an environment with more intense plant herbivory. Comparative studies of the two lineages of mutualists should provide insight into the essential features binding this mutualism."
103,10.1371/journal.pone.0047867,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0047867,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0047867&type=printable,True,['Process resources'],['Distribute resources'],['Distribute liquids'],"['Animal Architecture', 'PLOS One', 'Current Biology']",journals.plos.org,,-1,"How Archer Fish Achieve a Powerful Impact: Hydrodynamic Instability of a Pulsed Jet in Toxotes jaculatrix Archer fish knock down insects anchored to vegetation by hitting them with a precisely aimed jet of water. The striking force of the jet at the impact is such to overcome the strong anchoring forces of insects. The origin of the effectiveness of such hunting mechanism has been long searched for inside of the fish, in the unsuccessful attempt to identify internal structures dedicated to the amplification of muscular power. Here we perform a kinematic analysis of the jet emitted by two specimens of Toxotes jaculatrix. We estimate that at the impact the jet conveys a typical specific power of about 3000 W/kg, which is well above the maximum specific power of the order of 500 W/kg deliverable by a vertebrate muscle. Unexpectedly, we find that the amplification of muscular power occurs outside of the fish, and is due to a hydrodynamic instability of the jet akin to those occurring in Drop-on-Demand inkjet printing. The investigated fish are found to modulate the velocity of the jet at the orifice to favor the formation of a single, large, water drop that hits the prey abruptly with a large momentum. The observed mechanism represents a remarkable example of use of an external hydrodynamic lever that does possibly not entail the high evolutionary cost needed for the development of highly specialized internal structures dedicated to the storing of mechanical energy."
